Timestamp,Symbol,LTP,Buy_Qty,Sell_Qty,Difference,Buy_%_Change,Sell_%_Change
2026-02-23 11:43:34,11:43:34,IDEA,10.95,4200590,4746879,-546289,-11.95,11.52,SELL SIGNAL
2026-02-23 11:43:34,11:43:34,YESBANK,20.87,1067869,630525,437344,-0.33,0.26,NEUTRAL
2026-02-23 11:44:05,11:44:05,IDEA,10.95,4057698,5063253,-1005555,-10.76,13.88,SELL SIGNAL
2026-02-23 11:44:05,11:44:05,YESBANK,20.86,1031275,600148,431127,-2.65,-4.87,NEUTRAL
2026-02-23 11:44:35,11:44:35,IDEA,10.96,4198966,4990390,-791424,-4.54,8.36,NEUTRAL
2026-02-23 11:44:35,11:44:35,YESBANK,20.87,1030343,633589,396754,-1.83,-0.73,NEUTRAL
2026-02-23 11:45:06,11:45:06,IDEA,10.95,4974697,4324858,649839,15.59,-7.16,BUY SIGNAL
2026-02-23 11:45:06,11:45:06,YESBANK,20.87,1003355,588508,414847,-3.61,-5.52,NEUTRAL
2026-02-23 11:45:36,11:45:36,IDEA,10.95,5034018,4402128,631890,12.64,-5.09,BUY SIGNAL
2026-02-23 11:45:36,11:45:36,YESBANK,20.87,1016222,561404,454818,-2.97,-7.47,NEUTRAL
2026-02-23 11:46:07,11:46:07,IDEA,10.95,4967695,4973046,-5351,8.65,4.69,NEUTRAL
2026-02-23 11:46:07,11:46:07,YESBANK,20.86,1002653,563924,438729,-2.21,-5.44,NEUTRAL
2026-02-23 11:46:37,11:46:37,IDEA,10.93,4338108,3801316,536792,-5.59,-17.23,NEUTRAL
2026-02-23 11:46:37,11:46:37,YESBANK,20.87,936268,623821,312447,-6.69,4.8,NEUTRAL
2026-02-23 11:47:08,11:47:08,IDEA,10.94,4636474,4232561,403913,-1.18,-4.97,NEUTRAL
2026-02-23 11:47:08,11:47:08,YESBANK,20.87,963604,578504,385100,-2.87,-2.22,NEUTRAL
2026-02-23 11:47:39,11:47:39,IDEA,10.94,4245382,4026094,219288,-9.66,-6.22,NEUTRAL
2026-02-23 11:47:39,11:47:39,YESBANK,20.87,970904,569371,401533,-1.15,-1.99,NEUTRAL
2026-02-23 11:48:09,11:48:09,IDEA,10.94,4125886,4121209,4677,-9.48,-3.24,NEUTRAL
2026-02-23 11:48:09,11:48:09,YESBANK,20.87,953475,591216,362259,-2.09,1.69,NEUTRAL
2026-02-23 11:48:41,11:48:41,IDEA,10.94,3819835,4095510,-275675,-12.3,-2.68,NEUTRAL
2026-02-23 11:48:41,11:48:41,YESBANK,20.86,954562,513269,441293,-0.94,-10.48,NEUTRAL
2026-02-23 11:49:11,11:49:11,IDEA,10.93,3422959,4651789,-1228830,-16.47,11.96,SELL SIGNAL
2026-02-23 11:49:12,11:49:12,YESBANK,20.86,1003074,551363,451711,4.09,-3.48,NEUTRAL
2026-02-23 11:49:42,11:49:42,IDEA,10.93,4770792,3464753,1306039,14.4,-15.47,BUY SIGNAL
2026-02-23 11:49:42,11:49:42,YESBANK,20.84,1125766,364663,761103,13.12,-30.94,BUY SIGNAL
2026-02-23 11:50:15,11:50:15,IDEA,10.93,6518866,3920894,2597972,45.38,-3.11,BUY SIGNAL
2026-02-23 11:50:16,11:50:16,YESBANK,20.85,1212074,316885,895189,16.92,-34.59,BUY SIGNAL
2026-02-23 11:50:46,11:50:46,IDEA,10.93,3559319,5238469,-1679150,-18.54,23.29,SELL SIGNAL
2026-02-23 11:50:46,11:50:46,YESBANK,20.85,1229078,355614,873464,13.84,-20.77,BUY SIGNAL
2026-02-23 11:51:17,11:51:17,IDEA,10.93,4349270,4295545,53725,-1.31,0.41,NEUTRAL
2026-02-23 11:51:17,11:51:17,YESBANK,20.85,1227357,373330,854027,9.07,-9.5,NEUTRAL
2026-02-23 11:51:47,11:51:47,IDEA,10.92,5047909,3800463,1247446,9.46,-10.13,NEUTRAL
2026-02-23 11:51:47,11:51:47,YESBANK,20.84,1228916,335459,893457,4.94,-12.39,NEUTRAL
2026-02-23 11:52:18,11:52:18,IDEA,10.94,4652188,4133085,519103,-3.41,-0.22,NEUTRAL
2026-02-23 11:52:18,11:52:18,YESBANK,20.85,1276922,328149,948773,4.95,-5.07,NEUTRAL
2026-02-23 11:52:48,11:52:48,IDEA,10.94,5081247,4168783,912464,4.38,-2.13,NEUTRAL
2026-02-23 11:52:48,11:52:48,YESBANK,20.86,949383,554426,394957,-20.04,46.94,NEUTRAL
2026-02-23 11:53:19,11:53:19,IDEA,10.94,5405037,4134863,1270174,15.43,-3.73,BUY SIGNAL
2026-02-23 11:53:19,11:53:19,YESBANK,20.85,935471,562500,372971,-18.03,34.49,NEUTRAL
2026-02-23 11:53:49,11:53:49,IDEA,10.95,5298117,4944385,353732,6.55,16.44,NEUTRAL
2026-02-23 11:53:50,11:53:50,YESBANK,20.86,925918,552031,373887,-15.1,22.41,NEUTRAL
2026-02-23 11:54:20,11:54:20,IDEA,10.95,5266499,5125249,141250,2.76,16.9,NEUTRAL
2026-02-23 11:54:20,11:54:20,YESBANK,20.86,890008,545659,344349,-13.96,13.75,NEUTRAL
2026-02-23 11:54:51,11:54:51,IDEA,10.95,5031667,5035522,-3855,-1.77,9.7,NEUTRAL
2026-02-23 11:54:51,11:54:51,YESBANK,20.86,866532,555947,310585,-11.04,7.65,NEUTRAL
2026-02-23 11:55:21,11:55:21,IDEA,10.95,5032399,4938718,93681,-2.96,4.53,NEUTRAL
2026-02-23 11:55:21,11:55:21,YESBANK,20.86,849324,580683,268641,-5.92,3.96,NEUTRAL
2026-02-23 11:55:52,11:55:52,IDEA,10.95,5561933,4540307,1021626,5.62,-5.14,NEUTRAL
2026-02-23 11:55:52,11:55:52,YESBANK,20.86,828178,575225,252953,-6.16,2.35,NEUTRAL
2026-02-23 11:56:29,11:56:29,IDEA,10.96,3517210,6158967,-2641757,-28.96,20.2,SELL SIGNAL
2026-02-23 11:56:29,11:56:29,YESBANK,20.85,1255669,298606,957063,34.16,-42.36,BUY SIGNAL
2026-02-23 11:56:59,11:56:59,IDEA,10.94,5119543,5185293,-65750,4.02,0.41,NEUTRAL
2026-02-23 11:57:00,11:57:00,YESBANK,20.84,1244565,310613,933952,25.83,-34.99,BUY SIGNAL
2026-02-23 11:57:30,11:57:30,IDEA,10.95,5367695,5241234,126461,8.69,1.12,NEUTRAL
2026-02-23 11:57:30,11:57:30,YESBANK,20.85,1344923,339043,1005880,26.3,-23.53,BUY SIGNAL
2026-02-23 11:58:00,11:58:00,IDEA,10.95,5559174,5494581,64593,10.6,4.46,BUY SIGNAL
2026-02-23 11:58:00,11:58:00,YESBANK,20.84,1232522,380491,852031,9.47,-8.12,NEUTRAL
2026-02-23 11:58:31,11:58:31,IDEA,10.96,4311438,6819287,-2507849,-12.12,22.36,SELL SIGNAL
2026-02-23 11:58:31,11:58:31,YESBANK,20.85,1271925,376525,895400,6.32,-0.94,NEUTRAL
2026-02-23 11:59:02,11:59:02,IDEA,10.95,4126858,6973687,-2846829,-11.57,16.64,SELL SIGNAL
2026-02-23 11:59:02,11:59:02,YESBANK,20.85,1296797,439050,857747,1.76,22.85,NEUTRAL
2026-02-23 11:59:32,11:59:32,IDEA,10.96,3757695,7206041,-3448346,-20.17,17.11,SELL SIGNAL
2026-02-23 11:59:32,11:59:32,YESBANK,20.84,1235722,462699,773023,-2.78,20.26,NEUTRAL
2026-02-23 12:00:03,12:00:03,IDEA,10.95,5145395,5594165,-448770,9.21,-10.08,NEUTRAL
2026-02-23 12:00:03,12:00:03,YESBANK,20.85,1233688,479092,754596,-2.8,16.05,NEUTRAL
2026-02-23 12:00:33,12:00:33,IDEA,10.95,4931202,5993226,-1062024,6.31,-5.57,NEUTRAL
2026-02-23 12:00:33,12:00:33,YESBANK,20.85,1238132,476445,761687,-1.07,9.35,NEUTRAL
2026-02-23 12:01:04,12:01:04,IDEA,10.95,4702271,6359882,-1657611,4.59,-2.02,NEUTRAL
2026-02-23 12:01:04,12:01:04,YESBANK,20.84,1230358,436598,793760,-1.66,-1.9,NEUTRAL
2026-02-23 12:01:34,12:01:34,IDEA,10.94,4865247,6362407,-1497160,6.04,-0.82,NEUTRAL
2026-02-23 12:01:35,12:01:35,YESBANK,20.84,849868,582411,267457,-28.02,21.49,NEUTRAL
2026-02-23 12:02:05,12:02:05,IDEA,10.94,4672219,6110037,-1437818,-0.15,-2.57,NEUTRAL
2026-02-23 12:02:06,12:02:06,YESBANK,20.82,1144265,405745,738520,-0.96,-14.37,NEUTRAL
2026-02-23 12:02:36,12:02:36,IDEA,10.96,3968251,6975898,-3007647,-15.82,11.93,SELL SIGNAL
2026-02-23 12:02:36,12:02:36,YESBANK,20.83,1152858,491833,661025,0.99,2.75,NEUTRAL
2026-02-23 12:03:06,12:03:06,IDEA,10.96,4071928,6962614,-2890686,-10.21,7.77,NEUTRAL
2026-02-23 12:03:07,12:03:07,YESBANK,20.83,1145344,360086,785258,1.65,-21.52,NEUTRAL
2026-02-23 12:03:37,12:03:37,IDEA,10.96,4179855,6871035,-2691180,-5.22,4.0,NEUTRAL
2026-02-23 12:03:37,12:03:37,YESBANK,20.83,1034679,375952,658727,-5.33,-14.96,NEUTRAL
2026-02-23 12:04:08,12:04:08,IDEA,10.96,4230776,6751599,-2520823,-2.32,1.19,NEUTRAL
2026-02-23 12:04:08,12:04:08,YESBANK,20.82,1049148,450725,598423,-1.27,1.41,NEUTRAL
2026-02-23 12:04:41,12:04:41,IDEA,10.95,4232538,7045183,-2812645,0.16,3.82,NEUTRAL
2026-02-23 12:04:42,12:04:42,YESBANK,20.83,1033976,421219,612757,-5.43,0.87,NEUTRAL
2026-02-23 12:05:14,12:05:14,IDEA,10.96,4179598,7001329,-2821731,0.86,0.96,NEUTRAL
2026-02-23 12:05:14,12:05:14,YESBANK,20.83,827324,481441,345883,-20.49,11.91,NEUTRAL
2026-02-23 12:05:44,12:05:44,IDEA,10.96,4104279,7004276,-2899997,-1.49,0.94,NEUTRAL
2026-02-23 12:05:44,12:05:44,YESBANK,20.83,1064575,489358,575217,3.78,13.86,NEUTRAL
2026-02-23 12:06:15,12:06:15,IDEA,10.96,4419006,7031844,-2612838,4.61,1.16,NEUTRAL
2026-02-23 12:06:15,12:06:15,YESBANK,20.84,865344,470318,395026,-11.63,4.94,NEUTRAL
2026-02-23 12:06:46,12:06:46,IDEA,10.96,4082247,7045932,-2963685,-2.99,0.94,NEUTRAL
2026-02-23 12:06:46,12:06:46,YESBANK,20.82,1027719,295242,732477,5.08,-32.08,NEUTRAL
2026-02-23 12:07:16,12:07:16,IDEA,10.96,3818144,7124104,-3305960,-7.76,1.16,NEUTRAL
2026-02-23 12:07:16,12:07:16,YESBANK,20.82,1026493,342924,683569,5.36,-17.71,NEUTRAL
2026-02-23 12:07:47,12:07:47,IDEA,10.96,4413776,7091563,-2677787,5.86,0.59,NEUTRAL
2026-02-23 12:07:47,12:07:47,YESBANK,20.83,1042151,286652,755499,6.82,-27.31,NEUTRAL
2026-02-23 12:08:18,12:08:18,IDEA,10.96,4197222,6715593,-2518371,0.59,-4.09,NEUTRAL
2026-02-23 12:08:18,12:08:18,YESBANK,20.83,1003932,455679,548253,-0.11,16.83,NEUTRAL
2026-02-23 12:08:48,12:08:48,IDEA,10.96,4460455,6493300,-2032845,5.4,-6.13,NEUTRAL
2026-02-23 12:08:48,12:08:48,YESBANK,20.82,961492,513272,448220,-2.67,30.27,NEUTRAL
2026-02-23 12:09:19,12:09:19,IDEA,10.95,4452028,6508584,-2056556,5.07,-4.7,NEUTRAL
2026-02-23 12:09:19,12:09:19,YESBANK,20.81,841310,520101,321209,-14.49,29.28,NEUTRAL
2026-02-23 12:09:49,12:09:49,IDEA,10.96,4619820,6504501,-1884681,6.77,-3.49,NEUTRAL
2026-02-23 12:09:49,12:09:49,YESBANK,20.82,826302,513980,312322,-13.05,17.14,NEUTRAL
2026-02-23 12:10:20,12:10:20,IDEA,10.96,4287379,6494443,-2207064,-2.67,-2.11,NEUTRAL
2026-02-23 12:10:20,12:10:20,YESBANK,20.81,911038,403303,507735,-2.15,-10.14,NEUTRAL
2026-02-23 12:10:50,12:10:50,IDEA,10.96,4402800,6550502,-2147702,-0.01,0.09,NEUTRAL
2026-02-23 12:10:51,12:10:51,YESBANK,20.82,877816,453068,424748,-2.86,-4.93,NEUTRAL
2026-02-23 12:11:41,12:11:41,IDEA,10.96,4785529,6469763,-1684234,6.31,-0.52,NEUTRAL
2026-02-23 12:11:42,12:11:42,YESBANK,20.83,761483,554832,206651,-11.79,12.52,NEUTRAL
2026-02-23 12:12:12,12:12:12,IDEA,10.96,4797436,6807246,-2009810,5.26,3.83,NEUTRAL
2026-02-23 12:12:12,12:12:12,YESBANK,20.82,873753,533460,340293,2.96,7.45,NEUTRAL
2026-02-23 12:12:50,12:12:50,IDEA,10.96,4891244,6121056,-1229812,5.63,-5.7,NEUTRAL
2026-02-23 12:12:50,12:12:50,YESBANK,20.82,829166,566088,263078,-2.06,12.29,NEUTRAL
2026-02-23 12:13:20,12:13:20,IDEA,10.96,4917467,6099561,-1182094,5.07,-5.05,NEUTRAL
2026-02-23 12:13:21,12:13:21,YESBANK,20.82,805211,525189,280022,-4.49,3.79,NEUTRAL
2026-02-23 12:13:51,12:13:51,IDEA,10.96,4960286,6385902,-1425616,3.5,-0.31,NEUTRAL
2026-02-23 12:13:51,12:13:51,YESBANK,20.81,738582,555377,183205,-9.3,4.52,NEUTRAL
2026-02-23 12:14:21,12:14:21,IDEA,10.96,4439104,6533248,-2094144,-7.49,2.04,NEUTRAL
2026-02-23 12:14:22,12:14:22,YESBANK,20.81,722078,552934,169144,-8.41,0.9,NEUTRAL
2026-02-23 12:14:59,12:14:59,IDEA,10.95,4889966,5990534,-1100568,1.54,-5.26,NEUTRAL
2026-02-23 12:14:59,12:14:59,YESBANK,20.82,785725,525098,260627,-0.84,-3.3,NEUTRAL
2026-02-23 12:15:30,12:15:30,IDEA,10.96,4887877,5878877,-991000,1.18,-4.69,NEUTRAL
2026-02-23 12:15:30,12:15:30,YESBANK,20.82,856070,428490,427580,8.44,-18.47,NEUTRAL
2026-02-23 12:16:00,12:16:00,IDEA,10.96,4726317,5929569,-1203252,-1.61,-3.37,NEUTRAL
2026-02-23 12:16:00,12:16:00,YESBANK,20.82,734186,437015,297171,-5.1,-13.29,NEUTRAL
2026-02-23 12:16:30,12:16:30,IDEA,10.95,4213251,6403710,-2190459,-10.09,3.5,NEUTRAL
2026-02-23 12:16:31,12:16:31,YESBANK,20.82,774306,422390,351916,0.76,-13.25,NEUTRAL
2026-02-23 12:34:55,12:34:55,IDEA,10.95,6310185,5412043,898142,28.49,-10.17,BUY SIGNAL
2026-02-23 12:34:55,12:34:55,YESBANK,20.8,727261,548650,178611,-5.13,12.95,NEUTRAL
2026-02-23 12:35:25,12:35:25,IDEA,10.95,6294989,6326195,-31206,20.58,5.61,NEUTRAL
2026-02-23 12:35:26,12:35:26,YESBANK,20.78,961301,519314,441987,19.2,8.15,BUY SIGNAL
2026-02-23 12:35:56,12:35:56,IDEA,10.95,5803400,6823626,-1020226,8.02,11.33,SELL SIGNAL
2026-02-23 12:35:56,12:35:56,YESBANK,20.8,946700,388931,557769,13.61,-14.98,BUY SIGNAL
2026-02-23 12:36:26,12:36:26,IDEA,10.95,5228537,6805765,-1577228,-3.7,8.31,NEUTRAL
2026-02-23 12:36:27,12:36:27,YESBANK,20.8,753847,506048,247799,-7.65,7.58,NEUTRAL
2026-02-23 12:36:57,12:36:57,IDEA,10.94,5825902,6217250,-391348,3.8,-1.8,NEUTRAL
2026-02-23 12:36:57,12:36:57,YESBANK,20.78,1001114,498735,502379,16.31,3.76,BUY SIGNAL
2026-02-23 12:37:27,12:37:27,IDEA,10.95,5857572,6195613,-338041,-0.5,-1.61,NEUTRAL
2026-02-23 12:37:28,12:37:28,YESBANK,20.8,811923,528253,283670,-6.36,6.01,NEUTRAL
2026-02-23 12:37:58,12:37:58,IDEA,10.94,5387977,6659103,-1271126,-6.02,2.38,NEUTRAL
2026-02-23 12:37:58,12:37:58,YESBANK,20.8,851717,553810,297907,-4.06,10.94,NEUTRAL
2026-02-23 12:38:28,12:38:28,IDEA,10.95,5952852,6186537,-233685,4.88,-4.55,NEUTRAL
2026-02-23 12:38:29,12:38:29,YESBANK,20.79,1022416,415074,607342,13.86,-13.85,BUY SIGNAL
2026-02-23 12:38:59,12:38:59,IDEA,10.95,5474171,6539133,-1064962,-2.62,1.64,NEUTRAL
2026-02-23 12:38:59,12:38:59,YESBANK,20.79,1021954,528435,493519,12.24,4.63,BUY SIGNAL
2026-02-23 12:39:29,12:39:29,IDEA,10.95,5877999,5976701,-98702,2.59,-5.07,NEUTRAL
2026-02-23 12:39:29,12:39:29,YESBANK,20.8,779224,649817,129407,-14.81,22.83,NEUTRAL
2026-02-23 12:40:00,12:40:00,IDEA,10.94,5852037,6063441,-211404,2.06,-3.3,NEUTRAL
2026-02-23 12:40:00,12:40:00,YESBANK,20.8,770048,655642,114406,-12.12,18.1,NEUTRAL
2026-02-23 12:40:30,12:40:30,IDEA,10.95,5883049,6183285,-300236,2.53,-1.35,NEUTRAL
2026-02-23 12:40:30,12:40:30,YESBANK,20.8,946697,647268,299429,5.34,12.57,NEUTRAL
2026-02-23 13:01:59,13:01:59,IDEA,10.99,4719752,3736870,982882,-16.12,-35.36,NEUTRAL
2026-02-23 13:01:59,13:01:59,YESBANK,20.81,609230,581337,27893,-29.02,0.3,NEUTRAL
2026-02-23 13:02:30,13:02:30,IDEA,10.99,5512953,4893983,618970,-0.73,-12.07,NEUTRAL
2026-02-23 13:02:30,13:02:30,YESBANK,20.8,573203,592814,-19611,-26.83,-2.69,NEUTRAL
2026-02-23 13:03:00,13:03:00,IDEA,10.98,5814296,4205339,1608957,3.64,-18.76,NEUTRAL
2026-02-23 13:03:01,13:03:01,YESBANK,20.8,1000609,499671,500938,28.31,-17.33,BUY SIGNAL
2026-02-23 13:03:31,13:03:31,IDEA,10.99,5917326,5072292,845034,5.35,0.92,NEUTRAL
2026-02-23 13:03:31,13:03:31,YESBANK,20.79,934119,589248,344871,15.95,-0.86,BUY SIGNAL
2026-02-23 13:04:01,13:04:01,IDEA,10.99,5547600,4351572,1196028,-0.33,-8.21,NEUTRAL
2026-02-23 13:04:02,13:04:02,YESBANK,20.81,568918,553213,15705,-26.32,-4.17,NEUTRAL
2026-02-23 13:05:23,13:05:23,IDEA,10.98,5442754,4500719,942035,-0.9,0.91,NEUTRAL
2026-02-23 13:05:23,13:05:23,YESBANK,20.82,398067,466236,-68169,-41.52,-14.78,NEUTRAL
2026-02-23 13:05:53,13:05:53,IDEA,10.99,5382512,4519049,863463,-3.93,-1.56,NEUTRAL
2026-02-23 13:05:54,13:05:54,YESBANK,20.82,416906,357872,59034,-35.73,-29.81,NEUTRAL
2026-02-23 13:06:31,13:06:31,IDEA,10.99,5753269,4127320,1625949,1.95,-7.52,NEUTRAL
2026-02-23 13:06:31,13:06:31,YESBANK,20.8,571522,298649,272873,-11.85,-35.19,NEUTRAL
2026-02-23 13:07:02,13:07:02,IDEA,10.99,5559862,3775915,1783947,-0.73,-14.01,NEUTRAL
2026-02-23 13:07:03,13:07:03,YESBANK,20.8,685317,1082428,-397111,15.02,94.0,SELL SIGNAL
2026-02-23 13:07:33,13:07:33,IDEA,11.0,5693867,3198339,2495528,2.35,-21.59,NEUTRAL
2026-02-23 13:07:33,13:07:33,YESBANK,20.8,786213,1024933,-238720,37.65,62.54,SELL SIGNAL
2026-02-23 13:08:04,13:08:04,IDEA,11.0,5339363,3194225,2145138,-3.42,-17.8,NEUTRAL
2026-02-23 13:08:04,13:08:04,YESBANK,20.81,723300,1073398,-350098,21.18,49.65,SELL SIGNAL
2026-02-23 13:08:35,13:08:35,IDEA,11.0,5223008,3061052,2161956,-4.9,-16.04,NEUTRAL
2026-02-23 13:08:35,13:08:35,YESBANK,20.81,639337,1132911,-493574,0.35,36.76,SELL SIGNAL
2026-02-23 13:09:05,13:09:05,IDEA,11.0,6245122,3007232,3237890,10.81,-11.4,BUY SIGNAL
2026-02-23 13:09:05,13:09:05,YESBANK,20.83,511335,497631,13704,-21.67,-41.57,NEUTRAL
2026-02-23 13:09:36,13:09:36,IDEA,10.99,6247128,3030628,3216500,9.25,-5.62,NEUTRAL
2026-02-23 13:09:36,13:09:36,YESBANK,20.81,460990,438509,22481,-27.34,-49.88,NEUTRAL
2026-02-23 13:10:06,13:10:06,IDEA,11.0,6096840,3029661,3067179,4.98,-1.85,NEUTRAL
2026-02-23 13:10:07,13:10:07,YESBANK,20.82,446900,464913,-18013,-24.85,-39.78,NEUTRAL
2026-02-23 13:10:37,13:10:37,IDEA,10.99,5782223,3343845,2438378,-0.69,7.48,NEUTRAL
2026-02-23 13:10:37,13:10:37,YESBANK,20.82,526022,388704,137318,-4.59,-41.64,NEUTRAL
2026-02-23 19:57:56,19:57:56,IDEA,10.98,97128,0,97128,-98.04,-100.0,NEUTRAL
2026-02-23 19:57:57,19:57:57,YESBANK,20.89,0,12731,-12731,-100.0,-97.4,NEUTRAL
2026-02-23 19:58:52,19:58:52,IDEA,10.98,97128,0,97128,-96.84,-100.0,NEUTRAL
2026-02-23 19:58:53,19:58:53,YESBANK,20.89,0,12731,-12731,-100.0,-95.79,NEUTRAL
2026-02-23 19:59:23,19:59:23,IDEA,10.98,97128,0,97128,-95.25,-100.0,NEUTRAL
2026-02-23 19:59:23,19:59:23,YESBANK,20.89,0,12731,-12731,-100.0,-94.26,NEUTRAL
2026-02-23 19:59:55,19:59:55,IDEA,10.98,97128,0,97128,-90.7,-100.0,NEUTRAL
2026-02-23 19:59:56,19:59:56,YESBANK,20.89,0,12731,-12731,-100.0,-91.56,NEUTRAL
2026-02-23 20:00:26,20:00:26,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:00:26,20:00:26,YESBANK,20.89,0,12731,-12731,-100.0,-83.11,NEUTRAL
2026-02-23 20:00:58,20:00:58,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:00:59,20:00:59,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:01:29,20:01:29,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:01:29,20:01:29,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:02:00,20:02:00,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:02:00,20:02:00,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:02:31,20:02:31,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:02:31,20:02:31,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:03:01,20:03:01,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:03:02,20:03:02,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:03:32,20:03:32,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:03:32,20:03:32,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:04:02,20:04:02,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:04:03,20:04:03,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:04:34,20:04:34,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:04:34,20:04:34,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:05:04,20:05:04,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:05:05,20:05:05,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:06:09,20:06:09,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:06:10,20:06:10,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:06:40,20:06:40,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:06:40,20:06:40,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:07:11,20:07:11,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:07:11,20:07:11,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:07:41,20:07:41,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:07:41,20:07:41,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:08:12,20:08:12,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:08:12,20:08:12,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:08:42,20:08:42,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:08:43,20:08:43,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:09:13,20:09:13,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:09:13,20:09:13,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:09:44,20:09:44,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:09:44,20:09:44,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:10:14,20:10:14,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:10:15,20:10:15,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:10:45,20:10:45,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:10:45,20:10:45,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:11:15,20:11:15,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:11:16,20:11:16,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:11:46,20:11:46,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:11:46,20:11:46,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:12:17,20:12:17,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:12:17,20:12:17,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:12:47,20:12:47,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:12:47,20:12:47,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:13:18,20:13:18,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:13:18,20:13:18,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:13:48,20:13:48,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:13:49,20:13:49,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:14:19,20:14:19,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:14:20,20:14:20,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:14:50,20:14:50,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
2026-02-23 20:14:50,20:14:50,YESBANK,20.89,0,12731,-12731,0.0,0.0,NEUTRAL
2026-02-23 20:15:21,20:15:21,IDEA,10.98,97128,0,97128,0.0,0.0,NEUTRAL
