Timestamp,Time,Symbol,LTP,Buy_Qty,Sell_Qty,Difference,Buy_%_Change_3min,Sell_%_Change_3min,Signal
2026-02-25 12:57:15,12:57:15,IDEA,10.81,9875992,3778229,6097763,6.1,-16.76,NEUTRAL
2026-02-25 12:57:15,12:57:15,YESBANK,20.65,1787958,560626,1227332,7.27,-9.24,NEUTRAL
2026-02-25 13:00:48,13:00:48,IDEA,10.81,8314883,5221340,3093543,-8.79,14.41,NEUTRAL
2026-02-25 13:00:49,13:00:49,YESBANK,20.61,1142243,260349,881894,-26.25,-53.31,NEUTRAL
2026-02-25 17:55:34,17:55:34,IDEA,10.73,82344,0,82344,-98.92,-100.0,NEUTRAL
2026-02-25 17:55:36,17:55:36,YESBANK,20.72,137725,0,137725,-89.4,-100.0,NEUTRAL
2026-02-25 21:57:12,21:57:12,IDEA,10.73,82344,0,82344,-98.64,-100.0,NEUTRAL
2026-02-25 21:57:13,21:57:13,YESBANK,20.72,137725,0,137725,-86.46,-100.0,NEUTRAL
2026-02-25 21:57:45,21:57:45,IDEA,10.73,82344,0,82344,-98.22,-100.0,NEUTRAL
2026-02-25 21:57:46,21:57:46,YESBANK,20.72,137725,0,137725,-84.02,-100.0,NEUTRAL
2026-02-25 21:58:16,21:58:16,IDEA,10.73,82344,0,82344,-97.33,-100.0,NEUTRAL
2026-02-25 21:58:16,21:58:16,YESBANK,20.72,137725,0,137725,-76.26,-100.0,NEUTRAL
2026-02-25 21:58:47,21:58:47,IDEA,10.73,82344,0,82344,-94.34,-100.0,NEUTRAL
2026-02-25 21:58:47,21:58:47,YESBANK,20.72,137725,0,137725,-54.87,-100.0,NEUTRAL
2026-02-25 21:59:17,21:59:17,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 21:59:18,21:59:18,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 21:59:48,21:59:48,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 21:59:48,21:59:48,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:00:19,22:00:19,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:00:19,22:00:19,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:10:13,22:10:13,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:10:13,22:10:13,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
